,cycle,organismsize_variableRate__t1,organismsize_fixedRate__t1,organismsize_variableRate__t2,organismsize_fixedRate__t2,organismsize_variableRate__t3,organismsize_fixedRate__t3
316,316.0,3171.8146773566446,1048.0,3171.8146773566446,1048.0,3171.8146773566446,1048.0
317,317.0,3174.0257303666904,1051.0,3174.0257303666904,1051.0,3174.0257303666904,1051.0
318,318.0,3176.2132378361343,1054.0,3176.2132378361343,1054.0,3176.2132378361343,1054.0
319,319.0,3178.377439042083,1057.0,3178.377439042083,1057.0,3178.377439042083,1057.0
320,320.0,3180.5185710888304,1060.0,3180.5185710888304,1060.0,3180.5185710888304,1060.0
321,321.0,3182.636868921525,1063.0,3182.636868921525,1063.0,3182.636868921525,1063.0
322,322.0,3184.7325653399057,1066.0,3184.7325653399057,1066.0,3184.7325653399057,1066.0
323,323.0,3186.805891012103,1069.0,3186.805891012103,1069.0,3186.805891012103,1069.0
324,324.0,3188.8570744885037,1072.0,3188.8570744885037,1072.0,3188.8570744885037,1072.0
325,325.0,3190.8863422156664,1075.0,3190.8863422156664,1075.0,3190.8863422156664,1075.0
326,326.0,3192.8939185502923,1078.0,3192.8939185502923,1078.0,3192.8939185502923,1078.0
327,327.0,3194.880025773237,1081.0,3194.880025773237,1081.0,3194.880025773237,1081.0
328,328.0,3196.8448841035665,1084.0,3196.8448841035665,1084.0,3196.8448841035665,1084.0
329,329.0,3198.7887117126475,1087.0,3198.7887117126475,1087.0,3198.7887117126475,1087.0
330,330.0,3200.711724738269,1090.0,3200.711724738269,1090.0,3200.711724738269,1090.0
331,331.0,3202.614137298794,1093.0,3202.614137298794,1093.0,3202.614137298794,1093.0
332,332.0,3204.496161507331,1096.0,3204.496161507331,1096.0,3204.496161507331,1096.0
333,333.0,3206.3580074859283,1099.0,3206.3580074859283,1099.0,3206.3580074859283,1099.0
334,334.0,3208.19988337978,1102.0,3208.19988337978,1102.0,3208.19988337978,1102.0
335,335.0,3210.0219953714472,1105.0,3210.0219953714472,1105.0,3210.0219953714472,1105.0
336,336.0,3211.8245476950833,1108.0,3211.8245476950833,1108.0,3211.8245476950833,1108.0
337,337.0,3213.607742650668,1111.0,3213.607742650668,1111.0,3213.607742650668,1111.0
338,338.0,3215.3717806182376,1114.0,3215.3717806182376,1114.0,3215.3717806182376,1114.0
339,339.0,3217.1168600721153,1117.0,3217.1168600721153,1117.0,3217.1168600721153,1117.0
340,340.0,3218.843177595135,1120.0,3218.843177595135,1120.0,3218.843177595135,1120.0
341,341.0,3220.5509278928566,1123.0,3220.5509278928566,1123.0,3220.5509278928566,1123.0
342,342.0,3222.2403038077696,1126.0,3222.2403038077696,1126.0,3222.2403038077696,1126.0
343,343.0,3223.911496333479,1129.0,3223.911496333479,1129.0,3223.911496333479,1129.0
344,344.0,3225.5646946288775,1132.0,3225.5646946288775,1132.0,3225.5646946288775,1132.0
345,345.0,3227.2000860322937,1135.0,3227.2000860322937,1135.0,3227.2000860322937,1135.0
346,346.0,3228.81785607562,1138.0,3228.81785607562,1138.0,3228.81785607562,1138.0
347,347.0,3230.418188498412,1141.0,3230.418188498412,1141.0,3230.418188498412,1141.0
348,348.0,3232.0012652619607,1144.0,3232.0012652619607,1144.0,3232.0012652619607,1144.0
349,349.0,3233.5672665633356,1147.0,3233.5672665633356,1147.0,3233.5672665633356,1147.0
350,350.0,3235.116370849391,1150.0,3235.116370849391,1150.0,3235.116370849391,1150.0
351,351.0,3236.648754830742,1153.0,3236.648754830742,1153.0,3236.648754830742,1153.0
352,352.0,3238.1645934956978,1156.0,3238.1645934956978,1156.0,3238.1645934956978,1156.0
353,353.0,3239.6640601241597,1159.0,3239.6640601241597,1159.0,3239.6640601241597,1159.0
354,354.0,3241.1473263014755,1162.0,3241.1473263014755,1162.0,3241.1473263014755,1162.0
355,355.0,3242.6145619322506,1165.0,3242.6145619322506,1165.0,3242.6145619322506,1165.0
356,356.0,3244.0659352541143,1168.0,3244.0659352541143,1168.0,3244.0659352541143,1168.0
357,357.0,3245.5016128514385,1171.0,3245.5016128514385,1171.0,3245.5016128514385,1171.0
358,358.0,3246.9217596690087,1174.0,3246.9217596690087,1174.0,3246.9217596690087,1174.0
359,359.0,3248.3265390256424,1177.0,3248.3265390256424,1177.0,3248.3265390256424,1177.0
360,360.0,3249.716112627758,1180.0,3249.716112627758,1180.0,3249.716112627758,1180.0
361,361.0,3251.0906405828864,1183.0,3251.0906405828864,1183.0,3251.0906405828864,1183.0
362,362.0,3252.450281413132,1186.0,3252.450281413132,1186.0,3252.450281413132,1186.0
363,363.0,3253.795192068574,1189.0,3253.795192068574,1189.0,3253.795192068574,1189.0
364,364.0,3255.125527940611,1192.0,3255.125527940611,1192.0,3255.125527940611,1192.0
365,365.0,3256.4414428752443,1195.0,3256.4414428752443,1195.0,3256.4414428752443,1195.0
366,366.0,3257.7430891863055,1198.0,3257.7430891863055,1198.0,3257.7430891863055,1198.0
367,367.0,3259.030617668617,1201.0,3259.030617668617,1201.0,3259.030617668617,1201.0
368,368.0,3260.3041776110954,1204.0,3260.3041776110954,1204.0,3260.3041776110954,1204.0
369,369.0,3261.5639168097837,1207.0,3261.5639168097837,1207.0,3261.5639168097837,1207.0
370,370.0,3262.809981580827,1210.0,3262.809981580827,1210.0,3262.809981580827,1210.0
371,371.0,3264.0425167733747,1213.0,3264.0425167733747,1213.0,3264.0425167733747,1213.0
372,372.0,3265.261665782423,1216.0,3265.261665782423,1216.0,3265.261665782423,1216.0
373,373.0,3266.467570561582,1219.0,3266.467570561582,1219.0,3266.467570561582,1219.0
374,374.0,3267.6603716357827,1222.0,3267.6603716357827,1222.0,3267.6603716357827,1222.0
375,375.0,3268.8402081139056,1225.0,3268.8402081139056,1225.0,3268.8402081139056,1225.0
376,376.0,3270.007217701348,1228.0,3270.007217701348,1228.0,3270.007217701348,1228.0
377,377.0,3271.161536712513,1231.0,3271.161536712513,1231.0,3271.161536712513,1231.0
378,378.0,3272.303300083233,1234.0,3272.303300083233,1234.0,3272.303300083233,1234.0
379,379.0,3273.432641383114,1237.0,3273.432641383114,1237.0,3273.432641383114,1237.0
380,380.0,3274.5496928278167,1240.0,3274.5496928278167,1240.0,3274.5496928278167,1240.0
381,381.0,3275.6545852912536,1243.0,3275.6545852912536,1243.0,3275.6545852912536,1243.0
382,382.0,3276.747448317721,1246.0,3276.747448317721,1246.0,3276.747448317721,1246.0
383,383.0,3277.828410133951,1249.0,3277.828410133951,1249.0,3277.828410133951,1249.0
384,384.0,3278.89759766109,1252.0,3278.89759766109,1252.0,3278.89759766109,1252.0
385,385.0,3279.9551365266043,1255.0,3279.9551365266043,1255.0,3279.9551365266043,1255.0
386,386.0,3281.001151076107,1258.0,3281.001151076107,1258.0,3281.001151076107,1258.0
387,387.0,3282.0357643851085,1261.0,3282.0357643851085,1261.0,3282.0357643851085,1261.0
388,388.0,3283.0590982706944,1264.0,3283.0590982706944,1264.0,3283.0590982706944,1264.0
389,389.0,3284.0712733031214,1267.0,3284.0712733031214,1267.0,3284.0712733031214,1267.0
390,390.0,3285.072408817341,1270.0,3285.072408817341,1270.0,3285.072408817341,1270.0
391,391.0,3286.0626229244426,1273.0,3286.0626229244426,1273.0,3286.0626229244426,1273.0
392,392.0,3287.0420325230193,1276.0,3287.0420325230193,1276.0,3287.0420325230193,1276.0
393,393.0,3288.0107533104583,1279.0,3288.0107533104583,1279.0,3288.0107533104583,1279.0
394,394.0,3288.9688997941503,1282.0,3288.9688997941503,1282.0,3288.9688997941503,1282.0
395,395.0,3289.916585302624,1285.0,3289.916585302624,1285.0,3289.916585302624,1285.0
396,396.0,3290.8539219965987,1288.0,3290.8539219965987,1288.0,3290.8539219965987,1288.0
397,397.0,3291.7810208799624,1291.0,3291.7810208799624,1291.0,3291.7810208799624,1291.0
398,398.0,3292.6979918106686,1294.0,3292.6979918106686,1294.0,3292.6979918106686,1294.0
399,399.0,3293.604943511554,1297.0,3293.604943511554,1297.0,3293.604943511554,1297.0
400,400.0,3294.5019835810826,1300.0,3294.5019835810826,1300.0,3294.5019835810826,1300.0
401,401.0,3295.3892185040045,1303.0,3295.3892185040045,1303.0,3295.3892185040045,1303.0
402,402.0,3296.266753661941,1306.0,3296.266753661941,1306.0,3296.266753661941,1306.0
403,403.0,3297.1346933438904,1309.0,3297.1346933438904,1309.0,3297.1346933438904,1309.0
404,404.0,3297.9931407566514,1312.0,3297.9931407566514,1312.0,3297.9931407566514,1312.0
405,405.0,3298.8421980351745,1315.0,3298.8421980351745,1315.0,3298.8421980351745,1315.0
406,406.0,3299.6819662528287,1318.0,3299.6819662528287,1318.0,3299.6819662528287,1318.0
407,407.0,3300.512545431595,1321.0,3300.512545431595,1321.0,3300.512545431595,1321.0
408,408.0,3301.334034552176,1324.0,3301.334034552176,1324.0,3301.334034552176,1324.0
409,409.0,3302.1465315640335,1327.0,3302.1465315640335,1327.0,3302.1465315640335,1327.0
410,410.0,3302.950133395344,1330.0,3302.950133395344,1330.0,3302.950133395344,1330.0
411,411.0,3303.7449359628777,1333.0,3303.7449359628777,1333.0,3303.7449359628777,1333.0
412,412.0,3304.531034181799,1336.0,3304.531034181799,1336.0,3304.531034181799,1336.0
413,413.0,3305.30852197539,1339.0,3305.30852197539,1339.0,3305.30852197539,1339.0
414,414.0,3306.0774922846977,1342.0,3306.0774922846977,1342.0,3306.0774922846977,1342.0
415,415.0,3306.838037078102,1345.0,3306.838037078102,1345.0,3306.838037078102,1345.0
416,416.0,3307.590247360808,1348.0,3307.590247360808,1348.0,3307.590247360808,1348.0
417,417.0,3308.3342131842605,1351.0,3308.3342131842605,1351.0,3308.3342131842605,1351.0
418,418.0,3309.0700236554844,1354.0,3309.0700236554844,1354.0,3309.0700236554844,1354.0
419,419.0,3309.797766946345,1357.0,3309.797766946345,1357.0,3309.797766946345,1357.0
420,420.0,3310.5175303027354,1360.0,3310.5175303027354,1360.0,3310.5175303027354,1360.0
421,421.0,3311.2294000536886,1363.0,3311.2294000536886,1363.0,3311.2294000536886,1363.0
422,422.0,3311.933461620409,1366.0,3311.933461620409,1366.0,3311.933461620409,1366.0
423,423.0,3312.629799525237,1369.0,3312.629799525237,1369.0,3312.629799525237,1369.0
424,424.0,3313.318497400529,1372.0,3313.318497400529,1372.0,3313.318497400529,1372.0
425,425.0,3313.9996379974714,1375.0,3313.9996379974714,1375.0,3313.9996379974714,1375.0
426,426.0,3314.6733031948156,1378.0,3314.6733031948156,1378.0,3314.6733031948156,1378.0
427,427.0,3315.3395740075393,1381.0,3315.3395740075393,1381.0,3315.3395740075393,1381.0
428,428.0,3315.998530595436,1384.0,3315.998530595436,1384.0,3315.998530595436,1384.0
429,429.0,3316.650252271629,1387.0,3316.650252271629,1387.0,3316.650252271629,1387.0
430,430.0,3317.2948175110137,1390.0,3317.2948175110137,1390.0,3317.2948175110137,1390.0
431,431.0,3317.9323039586257,1393.0,3317.9323039586257,1393.0,3317.9323039586257,1393.0
432,432.0,3318.562788437941,1396.0,3318.562788437941,1396.0,3318.562788437941,1396.0
433,433.0,3319.1863469590976,1399.0,3319.1863469590976,1399.0,3319.1863469590976,1399.0
434,434.0,3319.80305472705,1402.0,3319.80305472705,1402.0,3319.80305472705,1402.0
435,435.0,3320.412986149651,1405.0,3320.412986149651,1405.0,3320.412986149651,1405.0
436,436.0,3321.0162148456634,1408.0,3321.0162148456634,1408.0,3321.0162148456634,1408.0
437,437.0,3321.612813652701,1411.0,3321.612813652701,1411.0,3321.612813652701,1411.0
438,438.0,3322.2028546350975,1414.0,3322.2028546350975,1414.0,3322.2028546350975,1414.0
439,439.0,3322.786409091709,1417.0,3322.786409091709,1417.0,3322.786409091709,1417.0
440,440.0,3323.3635475636447,1420.0,3323.3635475636447,1420.0,3323.3635475636447,1420.0
441,441.0,3323.9343398419287,1423.0,3323.9343398419287,1423.0,3323.9343398419287,1423.0
442,442.0,3324.4988549750956,1426.0,3324.4988549750956,1426.0,3324.4988549750956,1426.0
443,443.0,3325.0571612767144,1429.0,3325.0571612767144,1429.0,3325.0571612767144,1429.0
444,444.0,3325.6093263328485,1432.0,3325.6093263328485,1432.0,3325.6093263328485,1432.0
445,445.0,3326.1554170094437,1435.0,3326.1554170094437,1435.0,3326.1554170094437,1435.0
446,446.0,3326.6954994596545,1438.0,3326.6954994596545,1438.0,3326.6954994596545,1438.0
447,447.0,3327.2296391310997,1441.0,3327.2296391310997,1441.0,3327.2296391310997,1441.0
448,448.0,3327.757900773054,1444.0,3327.757900773054,1444.0,3327.757900773054,1444.0
449,449.0,3328.2803484435735,1447.0,3328.2803484435735,1447.0,3328.2803484435735,1447.0
450,450.0,3328.7970455165546,1450.0,3328.7970455165546,1450.0,3328.7970455165546,1450.0
451,451.0,3329.3080546887313,1453.0,3329.3080546887313,1453.0,3329.3080546887313,1453.0
452,452.0,3329.813437986604,1456.0,3329.813437986604,1456.0,3329.813437986604,1456.0
453,453.0,3330.313256773308,1459.0,3330.313256773308,1459.0,3330.313256773308,1459.0
454,454.0,3330.8075717554143,1462.0,3330.8075717554143,1462.0,3330.8075717554143,1462.0
455,455.0,3331.296442989673,1465.0,3331.296442989673,1465.0,3331.296442989673,1465.0
456,456.0,3331.7799298896875,1468.0,3331.7799298896875,1468.0,3331.7799298896875,1468.0
457,457.0,3332.258091232531,1471.0,3332.258091232531,1471.0,3332.258091232531,1471.0
458,458.0,3332.7309851653004,1474.0,3332.7309851653004,1474.0,3332.7309851653004,1474.0
459,459.0,3333.1986692116066,1477.0,3333.1986692116066,1477.0,3333.1986692116066,1477.0
460,460.0,3333.6612002780053,1480.0,3333.6612002780053,1480.0,3333.6612002780053,1480.0
461,461.0,3334.1186346603686,1483.0,3334.1186346603686,1483.0,3334.1186346603686,1483.0
462,462.0,3334.5710280501953,1486.0,3334.5710280501953,1486.0,3334.5710280501953,1486.0
463,463.0,3335.0184355408587,1489.0,3335.0184355408587,1489.0,3335.0184355408587,1489.0
464,464.0,3335.4609116338,1492.0,3335.4609116338,1492.0,3335.4609116338,1492.0
465,465.0,3335.8985102446604,1495.0,3335.8985102446604,1495.0,3335.8985102446604,1495.0
466,466.0,3336.331284709355,1498.0,3336.331284709355,1498.0,3336.331284709355,1498.0
467,467.0,3336.759287790088,1501.0,3336.759287790088,1501.0,3336.759287790088,1501.0
468,468.0,3337.1825716813123,1504.0,3337.1825716813123,1504.0,3337.1825716813123,1504.0
469,469.0,3337.60118801563,1507.0,3337.60118801563,1507.0,3337.60118801563,1507.0
470,470.0,3338.015187869639,1510.0,3338.015187869639,1510.0,3338.015187869639,1510.0
471,471.0,3338.4246217697187,1513.0,3338.4246217697187,1513.0,3338.4246217697187,1513.0
472,472.0,3338.8295396977655,1516.0,3338.8295396977655,1516.0,3338.8295396977655,1516.0
473,473.0,3339.2299910968686,1519.0,3339.2299910968686,1519.0,3339.2299910968686,1519.0
474,474.0,3339.6260248769345,1522.0,3339.6260248769345,1522.0,3339.6260248769345,1522.0
475,475.0,3340.0176894202527,1525.0,3340.0176894202527,1525.0,3340.0176894202527,1525.0
476,476.0,3340.405032587011,1528.0,3340.405032587011,1528.0,3340.405032587011,1528.0
477,477.0,3340.788101720757,1531.0,3340.788101720757,1531.0,3340.788101720757,1531.0
478,478.0,3341.1669436538027,1534.0,3341.1669436538027,1534.0,3341.1669436538027,1534.0
479,479.0,3341.5416047125814,1537.0,3341.5416047125814,1537.0,3341.5416047125814,1537.0
480,480.0,3341.9121307229493,1540.0,3341.9121307229493,1540.0,3341.9121307229493,1540.0
481,481.0,3342.278567015435,1543.0,3342.278567015435,1543.0,3342.278567015435,1543.0
482,482.0,3342.640958430439,1546.0,3342.640958430439,1546.0,3342.640958430439,1546.0
483,483.0,3342.9993493233806,1549.0,3342.9993493233806,1549.0,3342.9993493233806,1549.0
484,484.0,3343.353783569796,1552.0,3343.353783569796,1552.0,3343.353783569796,1552.0
485,485.0,3343.7043045703845,1555.0,3343.7043045703845,1555.0,3343.7043045703845,1555.0
486,486.0,3344.0509552560056,1558.0,3344.0509552560056,1558.0,3344.0509552560056,1558.0
487,487.0,3344.3937780926262,1561.0,3344.3937780926262,1561.0,3344.3937780926262,1561.0
488,488.0,3344.732815086221,1564.0,3344.732815086221,1564.0,3344.732815086221,1564.0
489,489.0,3345.0681077876193,1567.0,3345.0681077876193,1567.0,3345.0681077876193,1567.0
490,490.0,3345.3996972973105,1570.0,3345.3996972973105,1570.0,3345.3996972973105,1570.0
491,491.0,3345.727624270197,1573.0,3345.727624270197,1573.0,3345.727624270197,1573.0
492,492.0,3346.051928920299,1576.0,3346.051928920299,1576.0,3346.051928920299,1576.0
493,493.0,3346.3726510254182,1579.0,3346.3726510254182,1579.0,3346.3726510254182,1579.0
494,494.0,3346.689829931747,1582.0,3346.689829931747,1582.0,3346.689829931747,1582.0
495,495.0,3347.0035045584405,1585.0,3347.0035045584405,1585.0,3347.0035045584405,1585.0
496,496.0,3347.3137134021326,1588.0,3347.3137134021326,1588.0,3347.3137134021326,1588.0
497,497.0,3347.620494541418,1591.0,3347.620494541418,1591.0,3347.620494541418,1591.0
498,498.0,3347.9238856412785,1594.0,3347.9238856412785,1594.0,3347.9238856412785,1594.0
499,499.0,3348.2239239574724,1597.0,3348.2239239574724,1597.0,3348.2239239574724,1597.0
500,500.0,3348.5206463408767,1600.0,3348.5206463408767,1600.0,3348.5206463408767,1600.0
501,501.0,3348.8140892417855,1603.0,3348.8140892417855,1603.0,3348.8140892417855,1603.0
502,502.0,3349.1042887141657,1606.0,3349.1042887141657,1606.0,3349.1042887141657,1606.0
503,503.0,3349.39128041987,1609.0,3349.39128041987,1609.0,3349.39128041987,1609.0
504,504.0,3349.675099632806,1612.0,3349.675099632806,1612.0,3349.675099632806,1612.0
505,505.0,3349.955781243064,1615.0,3349.955781243064,1615.0,3349.955781243064,1615.0
506,506.0,3350.2333597610027,1618.0,3350.2333597610027,1618.0,3350.2333597610027,1618.0
507,507.0,3350.5078693212945,1621.0,3350.5078693212945,1621.0,3350.5078693212945,1621.0
508,508.0,3350.7793436869274,1624.0,3350.7793436869274,1624.0,3350.7793436869274,1624.0
509,509.0,3351.047816253169,1627.0,3351.047816253169,1627.0,3351.047816253169,1627.0
510,510.0,3351.313320051488,1630.0,3351.313320051488,1630.0,3351.313320051488,1630.0
511,511.0,3351.5758877534354,1633.0,3351.5758877534354,1633.0,3351.5758877534354,1633.0
512,512.0,3351.835551674489,1636.0,3351.835551674489,1636.0,3351.835551674489,1636.0
513,513.0,3352.092343777856,1639.0,3352.092343777856,1639.0,3352.092343777856,1639.0
514,514.0,3352.346295678237,1642.0,3352.346295678237,1642.0,3352.346295678237,1642.0
515,515.0,3352.597438645552,1645.0,3352.597438645552,1645.0,3352.597438645552,1645.0
516,516.0,3352.8458036086286,1648.0,3352.8458036086286,1648.0,3352.8458036086286,1648.0
517,517.0,3353.091421158852,1651.0,3353.091421158852,1651.0,3353.091421158852,1651.0
518,518.0,3353.334321553777,1654.0,3353.334321553777,1654.0,3353.334321553777,1654.0
519,519.0,3353.574534720704,1657.0,3353.574534720704,1657.0,3353.574534720704,1657.0
520,520.0,3353.8120902602163,1660.0,3353.8120902602163,1660.0,3353.8120902602163,1660.0
521,521.0,3354.0470174496836,1663.0,3354.0470174496836,1663.0,3354.0470174496836,1663.0
522,522.0,3354.2793452467276,1666.0,3354.2793452467276,1666.0,3354.2793452467276,1666.0
523,523.0,3354.509102292652,1669.0,3354.509102292652,1669.0,3354.509102292652,1669.0
524,524.0,3354.736316915837,1672.0,3354.736316915837,1672.0,3354.736316915837,1672.0
525,525.0,3354.9610171351005,1675.0,3354.9610171351005,1675.0,3354.9610171351005,1675.0
526,526.0,3355.1832306630213,1678.0,3355.1832306630213,1678.0,3355.1832306630213,1678.0
527,527.0,3355.402984909231,1681.0,3355.402984909231,1681.0,3355.402984909231,1681.0
528,528.0,3355.62030698367,1684.0,3355.62030698367,1684.0,3355.62030698367,1684.0
529,529.0,3355.8352236998107,1687.0,3355.8352236998107,1687.0,3355.8352236998107,1687.0
530,530.0,3356.047761577846,1690.0,3356.047761577846,1690.0,3356.047761577846,1690.0
531,531.0,3356.2579468478457,1693.0,3356.2579468478457,1693.0,3356.2579468478457,1693.0
532,532.0,3356.465805452881,1696.0,3356.465805452881,1696.0,3356.465805452881,1696.0
533,533.0,3356.671363052113,1699.0,3356.671363052113,1699.0,3356.671363052113,1699.0
534,534.0,3356.874645023854,1702.0,3356.874645023854,1702.0,3356.874645023854,1702.0
535,535.0,3357.075676468592,1705.0,3357.075676468592,1705.0,3357.075676468592,1705.0
536,536.0,3357.274482211988,1708.0,3357.274482211988,1708.0,3357.274482211988,1708.0
537,537.0,3357.471086807838,1711.0,3357.471086807838,1711.0,3357.471086807838,1711.0
538,538.0,3357.665514541008,1714.0,3357.665514541008,1714.0,3357.665514541008,1714.0
539,539.0,3357.857789430335,1717.0,3357.857789430335,1717.0,3357.857789430335,1717.0
540,540.0,3358.0479352314983,1720.0,3358.0479352314983,1720.0,3358.0479352314983,1720.0
541,541.0,3358.235975439864,1723.0,3358.235975439864,1723.0,3358.235975439864,1723.0
542,542.0,3358.4219332932944,1726.0,3358.4219332932944,1726.0,3358.4219332932944,1726.0
543,543.0,3358.6058317749325,1729.0,3358.6058317749325,1729.0,3358.6058317749325,1729.0
544,544.0,3358.787693615955,1732.0,3358.787693615955,1732.0,3358.787693615955,1732.0
545,545.0,3358.9675412982965,1735.0,3358.9675412982965,1735.0,3358.9675412982965,1735.0
546,546.0,3359.1453970573457,1738.0,3359.1453970573457,1738.0,3359.1453970573457,1738.0
547,547.0,3359.3212828846135,1741.0,3359.3212828846135,1741.0,3359.3212828846135,1741.0
548,548.0,3359.495220530372,1744.0,3359.495220530372,1744.0,3359.495220530372,1744.0
549,549.0,3359.667231506266,1747.0,3359.667231506266,1747.0,3359.667231506266,1747.0
550,550.0,3359.8373370878985,1750.0,3359.8373370878985,1750.0,3359.8373370878985,1750.0
551,551.0,3360.0055583173867,1753.0,3360.0055583173867,1753.0,3360.0055583173867,1753.0
552,552.0,3360.171916005892,1756.0,3360.171916005892,1756.0,3360.171916005892,1756.0
553,553.0,3360.3364307361244,1759.0,3360.3364307361244,1759.0,3360.3364307361244,1759.0
554,554.0,3360.4991228648187,1762.0,3360.4991228648187,1762.0,3360.4991228648187,1762.0
555,555.0,3360.660012525185,1765.0,3360.660012525185,1765.0,3360.660012525185,1765.0
556,556.0,3360.819119629334,1768.0,3360.819119629334,1768.0,3360.819119629334,1768.0
557,557.0,3360.9764638706774,1771.0,3360.9764638706774,1771.0,3360.9764638706774,1771.0
558,558.0,3361.1320647262996,1774.0,3361.1320647262996,1774.0,3361.1320647262996,1774.0
559,559.0,3361.2859414593077,1777.0,3361.2859414593077,1777.0,3361.2859414593077,1777.0
560,560.0,3361.438113121154,1780.0,3361.438113121154,1780.0,3361.438113121154,1780.0
561,561.0,3361.588598553938,1783.0,3361.588598553938,1783.0,3361.588598553938,1783.0
562,562.0,3361.7374163926775,1786.0,3361.7374163926775,1786.0,3361.7374163926775,1786.0
563,563.0,3361.8845850675625,1789.0,3361.8845850675625,1789.0,3361.8845850675625,1789.0
564,564.0,3362.0301228061803,1792.0,3362.0301228061803,1792.0,3362.0301228061803,1792.0
565,565.0,3362.1740476357186,1795.0,3362.1740476357186,1795.0,3362.1740476357186,1795.0
566,566.0,3362.3163773851456,1798.0,3362.3163773851456,1798.0,3362.3163773851456,1798.0
567,567.0,3362.4571296873664,1801.0,3362.4571296873664,1801.0,3362.4571296873664,1801.0
568,568.0,3362.596321981356,1804.0,3362.596321981356,1804.0,3362.596321981356,1804.0
569,569.0,3362.733971514271,1807.0,3362.733971514271,1807.0,3362.733971514271,1807.0
570,570.0,3362.8700953435377,1810.0,3362.8700953435377,1810.0,3362.8700953435377,1810.0
571,571.0,3363.0047103389174,1813.0,3363.0047103389174,1813.0,3363.0047103389174,1813.0
572,572.0,3363.137833184552,1816.0,3363.137833184552,1816.0,3363.137833184552,1816.0
573,573.0,3363.2694803809845,1819.0,3363.2694803809845,1819.0,3363.2694803809845,1819.0
574,574.0,3363.3996682471607,1822.0,3363.3996682471607,1822.0,3363.3996682471607,1822.0
575,575.0,3363.5284129224087,1825.0,3363.5284129224087,1825.0,3363.5284129224087,1825.0
576,576.0,3363.6557303683962,1828.0,3363.6557303683962,1828.0,3363.6557303683962,1828.0
577,577.0,3363.781636371069,1831.0,3363.781636371069,1831.0,3363.781636371069,1831.0
578,578.0,3363.906146542566,1834.0,3363.906146542566,1834.0,3363.906146542566,1834.0
579,579.0,3364.0292763231155,1837.0,3364.0292763231155,1837.0,3364.0292763231155,1837.0
580,580.0,3364.1510409829125,1840.0,3364.1510409829125,1840.0,3364.1510409829125,1840.0
581,581.0,3364.2714556239725,1843.0,3364.2714556239725,1843.0,3364.2714556239725,1843.0
582,582.0,3364.390535181968,1846.0,3364.390535181968,1846.0,3364.390535181968,1846.0
583,583.0,3364.508294428045,1849.0,3364.508294428045,1849.0,3364.508294428045,1849.0
584,584.0,3364.6247479706185,1852.0,3364.6247479706185,1852.0,3364.6247479706185,1852.0
585,585.0,3364.7399102571517,1855.0,3364.7399102571517,1855.0,3364.7399102571517,1855.0
586,586.0,3364.8537955759116,1858.0,3364.8537955759116,1858.0,3364.8537955759116,1858.0
587,587.0,3364.966418057711,1861.0,3364.966418057711,1861.0,3364.966418057711,1861.0
588,588.0,3365.0777916776283,1864.0,3365.0777916776283,1864.0,3365.0777916776283,1864.0
589,589.0,3365.187930256709,1867.0,3365.187930256709,1867.0,3365.187930256709,1867.0
590,590.0,3365.2968474636505,1870.0,3365.2968474636505,1870.0,3365.2968474636505,1870.0
591,591.0,3365.4045568164674,1873.0,3365.4045568164674,1873.0,3365.4045568164674,1873.0
592,592.0,3365.511071684141,1876.0,3365.511071684141,1876.0,3365.511071684141,1876.0
593,593.0,3365.616405288247,1879.0,3365.616405288247,1879.0,3365.616405288247,1879.0
594,594.0,3365.7205707045696,1882.0,3365.7205707045696,1882.0,3365.7205707045696,1882.0
595,595.0,3365.8235808646978,1885.0,3365.8235808646978,1885.0,3365.8235808646978,1885.0
596,596.0,3365.925448557601,1888.0,3365.925448557601,1888.0,3365.925448557601,1888.0
597,597.0,3366.026186431193,1891.0,3366.026186431193,1891.0,3366.026186431193,1891.0
598,598.0,3366.1258069938726,1894.0,3366.1258069938726,1894.0,3366.1258069938726,1894.0
599,599.0,3366.2243226160554,1897.0,3366.2243226160554,1897.0,3366.2243226160554,1897.0
600,600.0,3366.3217455316817,1900.0,3366.3217455316817,1900.0,3366.3217455316817,1900.0
601,601.0,3366.4180878397133,1903.0,3366.4180878397133,1903.0,3366.4180878397133,1903.0
602,602.0,3366.5133615056116,1906.0,3366.5133615056116,1906.0,3366.5133615056116,1906.0
603,603.0,3366.6075783628,1909.0,3366.6075783628,1909.0,3366.6075783628,1909.0
604,604.0,3366.700750114111,1912.0,3366.700750114111,1912.0,3366.700750114111,1912.0
605,605.0,3366.792888333218,1915.0,3366.792888333218,1915.0,3366.792888333218,1915.0
606,606.0,3366.8840044660506,1918.0,3366.8840044660506,1918.0,3366.8840044660506,1918.0
607,607.0,3366.974109832195,1921.0,3366.974109832195,1921.0,3366.974109832195,1921.0
608,608.0,3367.063215626281,1924.0,3367.063215626281,1924.0,3367.063215626281,1924.0
609,609.0,3367.15133291935,1927.0,3367.15133291935,1927.0,3367.15133291935,1927.0
610,610.0,3367.2384726602118,1930.0,3367.2384726602118,1930.0,3367.2384726602118,1930.0
611,611.0,3367.3246456767865,1933.0,3367.3246456767865,1933.0,3367.3246456767865,1933.0
612,612.0,3367.409862677429,1936.0,3367.409862677429,1936.0,3367.409862677429,1936.0
